contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,mid_price,relative_spread,market_price,price_source,calculated_iv
SPY260922P00695000,2026-09-15 16:50:32+00:00,695.0,0.27,0.26,0.27,-0.00999999,-3.5714252,47.0,6.0,0.29175512939453113,False,REGULAR,USD,0.265,0.03773584905660381,0.265,mid,0.31326011660099035
SPY260922P00700000,2026-09-15 18:25:33+00:00,700.0,0.31,0.3,0.31,0.00999999,3.33333,116.0,287.0,0.2771068383789062,False,REGULAR,USD,0.305,0.03278688524590167,0.305,mid,0.29791252555251124
SPY260922P00705000,2026-09-15 14:42:57+00:00,705.0,0.37,0.35,0.36,0.030000001,8.823529,21.0,86.0,0.26270268554687504,False,REGULAR,USD,0.355,0.028169014084507067,0.355,mid,0.2826462932169438
SPY260922P00710000,2026-09-15 18:34:25+00:00,710.0,0.42,0.41,0.42,0.0,0.0,450.0,381.0,0.24805439453125,False,REGULAR,USD,0.415,0.024096385542168697,0.415,mid,0.26705760620236396
SPY260922P00715000,2026-09-15 18:13:28+00:00,715.0,0.48,0.5,0.51,0.049999982,11.627902,43.0,141.0,0.23450472534179687,False,REGULAR,USD,0.505,0.01980198019801982,0.505,mid,0.25284754704833035
SPY260922P00718000,2026-09-15 16:47:20+00:00,718.0,0.56,0.58,0.59,0.030000031,5.6603837,26.0,82.0,0.22754678710937498,False,REGULAR,USD,0.585,0.01709401709401711,0.585,mid,0.2455000804275274
SPY260922P00719000,2026-09-15 18:46:08+00:00,719.0,0.61,0.61,0.62,0.060000002,10.909091,131.0,62.0,0.22510540527343748,False,REGULAR,USD,0.615,0.016260162601626032,0.615,mid,0.24305618985891347
SPY260922P00720000,2026-09-15 17:35:33+00:00,720.0,0.65,0.63,0.64,0.14999998,29.999996,205.0,167.0,0.2219316088867187,False,REGULAR,USD,0.635,0.015748031496063006,0.635,mid,0.23964761740863327
SPY260922P00721000,2026-09-15 16:47:20+00:00,721.0,0.64,0.67,0.68,0.06999999,12.280701,27.0,75.0,0.22010057250976559,False,REGULAR,USD,0.675,0.014814814814814828,0.675,mid,0.23772972730994224
SPY260922P00722000,2026-09-15 17:00:17+00:00,722.0,0.66,0.71,0.72,0.120000005,22.222221,24.0,42.0,0.2180253979492187,False,REGULAR,USD,0.715,0.013986013986014,0.715,mid,0.23561216564476495
SPY260922P00723000,2026-09-15 18:16:48+00:00,723.0,0.71,0.74,0.75,0.00999999,1.42857,43.0,149.0,0.21521780883789063,False,REGULAR,USD,0.745,0.01342281879194632,0.745,mid,0.2325872904211283
SPY260922P00724000,2026-09-15 18:46:08+00:00,724.0,0.79,0.78,0.79,0.06999999,10.294116,131.0,238.0,0.21289849609375,False,REGULAR,USD,0.785,0.012738853503184724,0.785,mid,0.23013475735187533
SPY260922P00725000,2026-09-15 18:44:21+00:00,725.0,0.83,0.82,0.83,0.15999997,23.88059,535.0,917.0,0.21033504516601562,False,REGULAR,USD,0.825,0.012121212121212133,0.825,mid,0.22751265245974067
SPY260922P00726000,2026-09-15 18:39:15+00:00,726.0,0.87,0.87,0.88,0.120000005,16.0,38.0,97.0,0.2082598706054687,False,REGULAR,USD,0.875,0.011428571428571439,0.875,mid,0.225368865275383
SPY260922P00727000,2026-09-15 15:50:15+00:00,727.0,0.96,0.91,0.93,0.18,23.076923,93.0,220.0,0.20606262695312497,False,REGULAR,USD,0.92,0.021739130434782625,0.92,mid,0.22271457451879978
SPY260922P00728000,2026-09-15 18:06:51+00:00,728.0,0.93,0.97,0.98,0.15000004,19.230774,354.0,147.0,0.2036212451171875,False,REGULAR,USD,0.975,0.010256410256410265,0.975,mid,0.2204799665734172
SPY260922P00729000,2026-09-15 18:23:03+00:00,729.0,1.0,1.03,1.04,0.19,23.45679,711.0,135.0,0.20154607055664062,False,REGULAR,USD,1.0350000000000001,0.009661835748792277,1.0350000000000001,mid,0.21831956492662433
SPY260922P00730000,2026-09-15 18:39:15+00:00,730.0,1.08,1.09,1.11,0.22000003,25.5814,438.0,1034.0,0.1997150341796875,False,REGULAR,USD,1.1,0.018181818181818195,1.1,mid,0.21620990071892743
SPY260922P00731000,2026-09-15 18:42:51+00:00,731.0,1.14,1.16,1.17,0.24000001,26.666668,187.0,67.0,0.19727365234375,False,REGULAR,USD,1.165,0.00858369098712447,1.165,mid,0.2138710612356663
SPY260922P00732000,2026-09-15 18:12:17+00:00,732.0,1.12,1.23,1.24,0.120000005,12.0,34.0,295.0,0.19507640869140624,False,REGULAR,USD,1.2349999999999999,0.008097165991902843,1.2349999999999999,mid,0.21156336455643177
SPY260922P00733000,2026-09-15 18:31:03+00:00,733.0,1.27,1.3,1.31,0.31,32.291668,85.0,329.0,0.19263502685546874,False,REGULAR,USD,1.3050000000000002,0.007662835249042151,1.3050000000000002,mid,0.20902924926131966
SPY260922P00734000,2026-09-15 18:43:17+00:00,734.0,1.38,1.39,1.4,0.37,36.633663,61.0,52.0,0.19080399047851562,False,REGULAR,USD,1.395,0.007168458781362013,1.395,mid,0.20719659209996463
SPY260922P00735000,2026-09-15 18:33:22+00:00,735.0,1.47,1.48,1.49,0.37,33.636364,135.0,372.0,0.1887898504638672,False,REGULAR,USD,1.4849999999999999,0.006734006734006741,1.4849999999999999,mid,0.20508633185774092
SPY260922P00736000,2026-09-15 18:15:00+00:00,736.0,1.43,1.58,1.6,0.18999994,15.322576,121.0,350.0,0.18726398681640627,False,REGULAR,USD,1.59,0.012578616352201269,1.59,mid,0.2033458365350962
SPY260922P00737000,2026-09-15 17:19:27+00:00,737.0,1.72,1.68,1.7,0.4100001,31.297718,148.0,200.0,0.18506674316406246,False,REGULAR,USD,1.69,0.011834319526627229,1.69,mid,0.20110429968833923
SPY260922P00738000,2026-09-15 18:28:00+00:00,738.0,1.73,1.79,1.81,0.5,40.650406,81.0,98.0,0.1829915686035156,False,REGULAR,USD,1.8,0.01111111111111112,1.8,mid,0.19898413037210705
SPY260922P00739000,2026-09-15 18:33:58+00:00,739.0,1.91,1.92,1.93,0.6,45.801533,277.0,110.0,0.1810384631347656,False,REGULAR,USD,1.9249999999999998,0.0051948051948052,1.9249999999999998,mid,0.19714067008495328
SPY260922P00740000,2026-09-15 18:36:20+00:00,740.0,2.02,2.05,2.06,0.30999994,18.12865,308.0,694.0,0.1790853576660156,False,REGULAR,USD,2.0549999999999997,0.004866180048661913,2.0549999999999997,mid,0.19516340004652735
SPY260922P00741000,2026-09-15 18:42:48+00:00,741.0,2.16,2.19,2.21,0.6600001,44.000004,164.0,44.0,0.17749845947265624,False,REGULAR,USD,2.2,0.009090909090909097,2.2,mid,0.19339448132738468
SPY260922P00742000,2026-09-15 18:28:01+00:00,742.0,2.25,2.34,2.36,0.70000005,45.161297,75.0,269.0,0.1756063885498047,False,REGULAR,USD,2.3499999999999996,0.00851063829787235,2.3499999999999996,mid,0.19145673582851885
SPY260922P00743000,2026-09-15 18:42:48+00:00,743.0,2.46,2.51,2.53,0.6600001,36.66667,214.0,224.0,0.1739584558105469,False,REGULAR,USD,2.5199999999999996,0.007936507936507945,2.5199999999999996,mid,0.189832467238605
SPY260922P00744000,2026-09-15 18:45:17+00:00,744.0,2.68,2.67,2.69,0.9000001,50.561802,204.0,60.0,0.17170017761230472,False,REGULAR,USD,2.6799999999999997,0.007462686567164187,2.6799999999999997,mid,0.18753125243484975
SPY260922P00745000,2026-09-15 18:32:25+00:00,745.0,2.84,2.83,2.88,0.54999995,24.017466,91.0,372.0,0.16999121032714848,False,REGULAR,USD,2.855,0.01751313485113829,2.855,mid,0.18535382655188437
SPY260922P00746000,2026-09-15 18:30:02+00:00,746.0,2.91,3.04,3.09,0.51,21.25,92.0,87.0,0.16846534667968754,False,REGULAR,USD,3.065,0.016313213703099454,3.065,mid,0.18385602903813117
SPY260922P00747000,2026-09-15 18:44:12+00:00,747.0,3.24,3.26,3.32,0.6200001,23.664127,81.0,188.0,0.16706155212402346,False,REGULAR,USD,3.29,0.018237082066869317,3.29,mid,0.18238561186045407
SPY260922P00748000,2026-09-15 18:37:33+00:00,748.0,3.5,3.51,3.56,0.71000004,25.448029,54.0,105.0,0.16553568847656253,False,REGULAR,USD,3.535,0.01414427157001422,3.535,mid,0.18105846648216248
SPY260922P00749000,2026-09-15 17:29:16+00:00,749.0,3.96,3.74,3.81,1.27,47.211895,85.0,130.0,0.1638267211914063,False,REGULAR,USD,3.7750000000000004,0.01854304635761585,3.7750000000000004,mid,0.17916709991991525
SPY260922P00750000,2026-09-15 18:35:43+00:00,750.0,4.0,4.01,4.07,0.81999993,25.786161,262.0,208.0,0.16199568481445312,False,REGULAR,USD,4.04,0.014851485148514974,4.04,mid,0.17752420525103804
SPY260922P00751000,2026-09-15 18:14:59+00:00,751.0,4.0,4.31,4.39,1.03,34.680134,73.0,101.0,0.16120223571777342,False,REGULAR,USD,4.35,0.018390804597701167,4.35,mid,0.17660940400883557
SPY260922P00752000,2026-09-15 18:37:02+00:00,752.0,4.6,4.62,4.7,1.06,29.9435,596.0,87.0,0.15970688934326172,False,REGULAR,USD,4.66,0.01716738197424894,4.66,mid,0.1752192279793322
SPY260922P00753000,2026-09-15 18:43:33+00:00,753.0,4.94,4.94,5.01,1.1200001,29.319376,106.0,207.0,0.15775378387451172,False,REGULAR,USD,4.975,0.014070351758793849,4.975,mid,0.17348670461848376
SPY260922P00754000,2026-09-15 18:25:04+00:00,754.0,5.19,5.31,5.37,1.1799998,29.426428,115.0,216.0,0.15650257568359377,False,REGULAR,USD,5.34,0.011235955056179869,5.34,mid,0.17251483307033774
SPY260922P00755000,2026-09-15 18:18:28+00:00,755.0,5.47,5.67,5.73,1.3799996,33.74082,292.0,271.0,0.15479360839843753,False,REGULAR,USD,5.7,0.01052631578947377,5.7,mid,0.17092103674560782
SPY260922P00756000,2026-09-15 18:45:28+00:00,756.0,6.15,6.08,6.16,1.4500003,30.851072,472.0,479.0,0.15415274566650394,False,REGULAR,USD,6.12,0.013071895424836612,6.12,mid,0.17027463730126616
SPY260922P00757000,2026-09-15 18:45:24+00:00,757.0,6.58,6.52,6.6,1.5099998,29.78303,1945.0,304.0,0.15320671020507814,False,REGULAR,USD,6.56,0.012195121951219523,6.56,mid,0.16958405679762367
SPY260922P00758000,2026-09-15 18:45:39+00:00,758.0,7.03,6.95,7.07,1.6500001,30.669147,583.0,205.0,0.1524742956542969,True,REGULAR,USD,7.01,0.017118402282453652,7.01,mid,0.16860298396646978
SPY260922P00759000,2026-09-15 18:17:54+00:00,759.0,7.22,7.41,7.57,1.3899999,23.842194,511.0,224.0,0.1518639501953125,True,REGULAR,USD,7.49,0.021361815754339136,7.49,mid,0.1678026958577335
SPY260922P00760000,2026-09-15 18:37:27+00:00,760.0,7.93,7.96,8.1,1.75,28.317152,1954.0,1964.0,0.15137567382812503,True,REGULAR,USD,8.03,0.017434620174346164,8.03,mid,0.16789780061692003
SPY260922P00761000,2026-09-15 16:27:28+00:00,761.0,8.12,8.49,8.66,1.46,21.921923,202.0,233.0,0.15107050109863285,True,REGULAR,USD,8.575,0.019825072886297368,8.575,mid,0.16757348333001137
SPY260922P00762000,2026-09-15 17:41:28+00:00,762.0,9.16,9.08,9.31,2.3599997,34.705875,77.0,123.0,0.15229119201660157,True,REGULAR,USD,9.195,0.02501359434475263,9.195,mid,0.16853268914446234
SPY260922P00763000,2026-09-15 16:04:49+00:00,763.0,9.75,9.68,9.92,2.17,28.627968,29.0,144.0,0.15204705383300782,True,REGULAR,USD,9.8,0.024489795918367366,9.8,mid,0.1686035427488387
SPY260922P00764000,2026-09-15 17:24:48+00:00,764.0,10.75,10.3,10.58,3.3600001,45.466846,99.0,224.0,0.15253533020019533,True,REGULAR,USD,10.440000000000001,0.026819923371647444,10.440000000000001,mid,0.16901700444966553
SPY260922P00765000,2026-09-15 18:39:05+00:00,765.0,11.01,10.95,11.29,3.4100003,44.868427,79.0,526.0,0.15369498657226563,True,REGULAR,USD,11.12,0.030575539568345314,11.12,mid,0.16993214096128945
SPY260922P00766000,2026-09-15 16:36:16+00:00,766.0,11.54,11.68,12.0,2.7200003,30.839006,85.0,32.0,0.1543968838500977,True,REGULAR,USD,11.84,0.027027027027027053,11.84,mid,0.17139652328938246
SPY260922P00767000,2026-09-15 18:39:28+00:00,767.0,12.66,12.37,12.7,3.83,43.37486,53.0,49.0,0.15436636657714847,True,REGULAR,USD,12.535,0.026326286398085368,12.535,mid,0.1717281419992447
SPY260922P00768000,2026-09-15 13:59:35+00:00,768.0,11.39,13.03,13.51,2.08,22.341568,24.0,34.0,0.15674671386718753,True,REGULAR,USD,13.27,0.03617181612660139,13.27,mid,0.17264864282160994
SPY260922P00769000,2026-09-14 16:25:58+00:00,769.0,10.19,13.82,14.31,0.0,0.0,3.0,31.0,0.158486198425293,True,REGULAR,USD,14.065000000000001,0.03483825097760399,14.065000000000001,mid,0.17479269077107307
SPY260922P00770000,2026-09-15 17:28:48+00:00,770.0,15.26,13.74,16.3,3.96,35.044247,32.0,92.0,0.1920246813964844,True,REGULAR,USD,15.02,0.17043941411451402,15.02,mid,0.1811699994429946
SPY260922P00771000,2026-09-11 16:49:09+00:00,771.0,9.32,14.55,17.08,0.0,0.0,,3.0,0.19336744140625,True,REGULAR,USD,15.815,0.15997470755611745,15.815,mid,0.18266291692405937
SPY260922P00773000,2026-09-15 17:38:29+00:00,773.0,18.0,16.34,19.21,4.51,33.432175,4.0,11.0,0.21088435607910155,True,REGULAR,USD,17.775,0.16146272855133623,17.775,mid,0.19594930882230405
SPY260922P00774000,2026-09-15 13:31:25+00:00,774.0,15.5,17.26,20.13,-2.6800003,-14.741475,1.0,1.0,0.2155229815673828,True,REGULAR,USD,18.695,0.15351698315057488,18.695,mid,0.20053717283606526
SPY260922P00775000,2026-09-15 16:21:01+00:00,775.0,19.59,18.11,21.07,4.8100004,32.54398,6.0,26.0,0.2205888488769531,True,REGULAR,USD,19.59,0.15109749872383874,19.59,mid,0.20414146812409165
SPY260922P00776000,2026-09-10 19:38:59+00:00,776.0,19.8,19.07,22.0,0.0,0.0,,10.0,0.22522747436523435,True,REGULAR,USD,20.535,0.14268322376430484,20.535,mid,0.20916685873270036
SPY260922P00778000,2026-09-10 13:44:22+00:00,778.0,21.19,21.0,23.96,0.0,0.0,,1.0,0.23706817626953125,True,REGULAR,USD,22.48,0.13167259786476873,22.48,mid,0.22066294917315246
SPY260922P00790000,2026-09-09 14:08:58+00:00,790.0,27.07,32.26,35.88,0.0,0.0,,,0.3074410076904296,True,REGULAR,USD,34.07,0.10625183445846799,34.07,mid,0.27895296527147295
SPY260922P00795000,2026-09-09 14:09:41+00:00,795.0,32.18,37.24,40.82,0.0,0.0,,1.0,0.33374689697265625,True,REGULAR,USD,39.03,0.09172431462977193,39.03,mid,0.3055540607079863
